outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,q16,q84,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
meat,Exposure: Vegan,Form: Proportion,1.3403761519748343,1.0756754025657786,1.6953991453623536,18.718322369131013,1.3403761519748343,NA,Restaurant,LBZEEFSBJNB3Z,1.1987138323215276,1.5021661806464017,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/LBZEEFSBJNB3Z.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1987138323215276,1.5021661806464017
meat,Exposure: Vegan,Form: Proportion,1.007995232524904,0.6739509248102299,1.5136065780586283,1.082891090312089,1.007995232524904,NA,Restaurant,LFZFT3VASXPED,0.817972967263991,1.2299938242047832,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/LFZFT3VASXPED.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.817972967263991,1.2299938242047832
meat,Exposure: Vegan,Form: Proportion,1.022149453764331,0.7542601503069432,1.375429479740564,1.2449273521158915,1.022149453764331,NA,Restaurant,LQ5EH4BKGV61T,0.8755524482165319,1.1909425217104537,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/LQ5EH4BKGV61T.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8755524482165319,1.1909425217104537
meat,Exposure: Vegan,Form: Proportion,0.9922944164050735,0.7470019813449195,1.325162713612549,0.9255619152153723,0.9922944164050735,NA,Restaurant,S8MT0YGD2KTN9,0.8523516706495756,1.1488252896033357,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/S8MT0YGD2KTN9.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8523516706495756,1.1488252896033357
meat,Exposure: Vegan,Form: Proportion,0.9787682256468013,0.6777731777033791,1.4399134665591276,0.8068608091148973,0.9787682256468013,NA,Restaurant,SAFK7ND1HR6XS,0.8129411314537216,1.1793056123565533,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/SAFK7ND1HR6XS.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8129411314537216,1.1793056123565533
meat,Exposure: Vegan,Form: Proportion,1.0365939288864006,0.965644689918314,1.1106611401291586,1.43247354253265,1.0365939288864006,NA,Restaurant,SRQS8F7JWA9MZ,1.001506211198339,1.0737452167589967,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.001506211198339,1.0737452167589967
meat,Exposure: Vegan,Form: Proportion,0.9241466156334607,0.8154891792806336,1.0522825611504314,0.4543690843915054,0.9241466156334607,NA,Restaurant,V3Q26BHF3SE2H,0.8695636137885732,0.9860493055509251,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/V3Q26BHF3SE2H.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8695636137885732,0.9860493055509251
meat,Exposure: Vegan,Form: Proportion,0.806017406544215,0.7030097188112244,0.9199641776744576,0.11572953501193063,0.806017406544215,NA,Restaurant,W8T41JZK0ZMEP,0.750236686557998,0.8649618167068515,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.750236686557998,0.8649618167068515
meat,Exposure: Vegetarian,Form: Count,0.9864788393279084,0.9719913717125866,1.0011703851667895,0.9864788393279084,0.9986395858035019,NA,Restaurant,1SQPTEGYPH0GA,0.9795848150482538,0.9933906928679597,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/1SQPTEGYPH0GA.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9795848150482538,0.9933906928679597
meat,Exposure: Vegetarian,Form: Count,0.9980032127375029,0.9158353415954477,1.0858774355954384,0.9980032127375029,0.9998001416243466,NA,Restaurant,2HRX9P6HKXA8V,0.9564851683790516,1.037965298305557,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9564851683790516,1.037965298305557
meat,Exposure: Vegetarian,Form: Count,1.0000489444489404,0.9774789825709106,1.0264218534902596,1.0000489444489404,1.0000048943370972,NA,Restaurant,78AY09MVJVTYE,0.988592940690904,1.0139314897892335,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/78AY09MVJVTYE.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.988592940690904,1.0139314897892335
meat,Exposure: Vegetarian,Form: Count,0.9965098687165016,0.9839817931277677,1.0095174344318278,0.9965098687165016,0.9996504375112086,NA,Restaurant,9XKJD8DQTH559,0.9904461025408099,1.0027816500289657,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/9XKJD8DQTH559.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9904461025408099,1.0027816500289657
meat,Exposure: Vegetarian,Form: Count,0.9860437955228007,0.9607809512876732,1.0148094575812645,0.9860437955228007,0.9985955363834422,NA,Restaurant,C0BE4NDSW26QN,0.972185504729319,1.0012244424983583,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/C0BE4NDSW26QN.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.972185504729319,1.0012244424983583
meat,Exposure: Vegetarian,Form: Count,0.9952664656534317,0.9818739958587991,1.0108806676292614,0.9952664656534317,0.9995256352465531,NA,Restaurant,CB2KHY1C2G9PT,0.9885569045330496,1.002222399797662,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/CB2KHY1C2G9PT.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9885569045330496,1.002222399797662
meat,Exposure: Vegetarian,Form: Count,0.9567383106686086,0.9278775703977133,0.984364378029071,0.9567383106686086,0.995587227767176,NA,Restaurant,ED5J990H5VAZT,0.9418142096208191,0.9715958448391797,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9418142096208191,0.9715958448391797
meat,Exposure: Vegetarian,Form: Count,0.9495307341315938,0.8680144639055192,1.0492587569127678,0.9495307341315938,0.9948346484954552,NA,Restaurant,EMBVNVD207CC6,0.9080060421615894,1.0001074957372527,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/EMBVNVD207CC6.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9080060421615894,1.0001074957372527
meat,Exposure: Vegetarian,Form: Count,0.9797201109310923,0.9631563107951916,0.998795994689207,0.9797201109310923,0.9979532625095912,NA,Restaurant,JHDN7CF1C03X5,0.9706368009491099,0.989309451383005,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9706368009491099,0.989309451383005
meat,Exposure: Vegetarian,Form: Count,0.9749463886461737,0.926977208632949,1.0255572011084104,0.9749463886461737,0.9974659366230724,NA,Restaurant,L69HYJ4Y3TR91,0.9491379577410703,1.0005609571576517,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9491379577410703,1.0005609571576517
meat,Exposure: Vegetarian,Form: Count,1.0300450792026536,0.9805398800950232,1.0872206852859436,1.0300450792026536,1.0029646426367287,NA,Restaurant,LBZEEFSBJNB3Z,1.005772085289731,1.0588529186610949,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.005772085289731,1.0588529186610949
meat,Exposure: Vegetarian,Form: Count,0.9958710272450569,0.8878461869608291,1.1189983196495537,0.9958710272450569,0.9995863335335756,NA,Restaurant,LFZFT3VASXPED,0.9422484728277768,1.056207000767442,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/LFZFT3VASXPED.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9422484728277768,1.056207000767442
meat,Exposure: Vegetarian,Form: Count,0.9736924002986521,0.8590427001884909,1.103917166311469,0.9736924002986521,0.9973375669783157,NA,Restaurant,LQ5EH4BKGV61T,0.9163980563935359,1.03275919232689,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/LQ5EH4BKGV61T.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9163980563935359,1.03275919232689
meat,Exposure: Vegetarian,Form: Count,1.0130743151227868,0.9806807717839165,1.0464447959345777,1.0130743151227868,1.0012998024118684,NA,Restaurant,S8MT0YGD2KTN9,0.9971647144357808,1.0296650744857487,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/S8MT0YGD2KTN9.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9971647144357808,1.0296650744857487
meat,Exposure: Vegetarian,Form: Count,0.9723724615748124,0.8486454929799895,1.1065597800737295,0.9723724615748124,0.9972022852187811,NA,Restaurant,SAFK7ND1HR6XS,0.915767089522601,1.039078343805917,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/SAFK7ND1HR6XS.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.915767089522601,1.039078343805917
meat,Exposure: Vegetarian,Form: Count,0.9803644276433079,0.9500109557719707,1.0095932983683047,0.9803644276433079,0.998018873876098,NA,Restaurant,SRQS8F7JWA9MZ,0.9654076679359551,0.9954746229557138,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9654076679359551,0.9954746229557138
meat,Exposure: Vegetarian,Form: Count,0.977208116753214,0.9287010976081231,1.0284928961638484,0.977208116753214,0.9976970924197732,NA,Restaurant,V3Q26BHF3SE2H,0.9515566076804414,1.0027668836564443,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/V3Q26BHF3SE2H.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9515566076804414,1.0027668836564443
meat,Exposure: Vegetarian,Form: Count,0.973989969984316,0.9583190715144478,0.9890590390830469,0.973989969984316,0.9973680423748585,NA,Restaurant,W8T41JZK0ZMEP,0.9659556520368575,0.9816056170232337,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9659556520368575,0.9816056170232337
meat,Exposure: Vegetarian,Form: Proportion,0.8848125812500537,0.7809195816749619,1.003931491114875,0.2941121005293923,0.8848125812500537,NA,Restaurant,1SQPTEGYPH0GA,0.8279130794640402,0.945274283227747,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/1SQPTEGYPH0GA.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8279130794640402,0.945274283227747
meat,Exposure: Vegetarian,Form: Proportion,0.9217561728586406,0.7525391922226164,1.144382623884102,0.4427520155439109,0.9217561728586406,NA,Restaurant,2HRX9P6HKXA8V,0.8294200039176595,1.0245187229651156,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8294200039176595,1.0245187229651156
meat,Exposure: Vegetarian,Form: Proportion,1.0064841773427768,0.9327335345132657,1.085508439625743,1.0667668674926425,1.0064841773427768,NA,Restaurant,78AY09MVJVTYE,0.9686636423080885,1.0459265091127212,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/78AY09MVJVTYE.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9686636423080885,1.0459265091127212
meat,Exposure: Vegetarian,Form: Proportion,0.9638025813257737,0.8572457276387586,1.088575898479963,0.6916411930423682,0.9638025813257737,NA,Restaurant,9XKJD8DQTH559,0.9089673643631435,1.0229273203045226,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/9XKJD8DQTH559.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9089673643631435,1.0229273203045226
meat,Exposure: Vegetarian,Form: Proportion,0.901222718568706,0.7901332750142984,1.0277196387906988,0.3534445679977621,0.901222718568706,NA,Restaurant,C0BE4NDSW26QN,0.8450917143824893,0.9605990845173332,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/C0BE4NDSW26QN.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8450917143824893,0.9605990845173332
meat,Exposure: Vegetarian,Form: Proportion,0.9799051866639795,0.8946653742846274,1.0664694602453668,0.816282646891167,0.9799051866639795,NA,Restaurant,CB2KHY1C2G9PT,0.9356800976446064,1.0213974087611204,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/CB2KHY1C2G9PT.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9356800976446064,1.0213974087611204
meat,Exposure: Vegetarian,Form: Proportion,0.7798743359766394,0.6763887249846698,0.9020893349357674,0.08322355984719984,0.7798743359766394,NA,Restaurant,ED5J990H5VAZT,0.7261171984601079,0.8376318648079433,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7261171984601079,0.8376318648079433
meat,Exposure: Vegetarian,Form: Proportion,0.8265301816210181,0.7321329615894545,0.941082802135671,0.14879459963757144,0.8265301816210181,NA,Restaurant,EMBVNVD207CC6,0.7778753756925226,0.8798532386919005,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/EMBVNVD207CC6.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7778753756925226,0.8798532386919005
meat,Exposure: Vegetarian,Form: Proportion,0.8637747847119306,0.7667918875371184,0.9781824810613626,0.23120925793827385,0.8637747847119306,NA,Restaurant,JHDN7CF1C03X5,0.8112397104005183,0.9162020476813398,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8112397104005183,0.9162020476813398
meat,Exposure: Vegetarian,Form: Proportion,0.8704613426270524,0.6792743538250299,1.1291168536884888,0.2497438990450242,0.8704613426270524,NA,Restaurant,L69HYJ4Y3TR91,0.7664508121691886,0.9891573526839712,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7664508121691886,0.9891573526839712
meat,Exposure: Vegetarian,Form: Proportion,0.9987767607677867,0.8736675016144335,1.1447519361401297,0.9878347226451922,0.9987767607677867,NA,Restaurant,LBZEEFSBJNB3Z,0.9336137592160468,1.0678924061950523,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/LBZEEFSBJNB3Z.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9336137592160468,1.0678924061950523
meat,Exposure: Vegetarian,Form: Proportion,0.8855855314844671,0.6356425903258065,1.2242238079407806,0.29669151425964674,0.8855855314844671,NA,Restaurant,LFZFT3VASXPED,0.7589656064715212,1.0351969457871761,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/LFZFT3VASXPED.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7589656064715212,1.0351969457871761
meat,Exposure: Vegetarian,Form: Proportion,0.957544927841944,0.74892198181209,1.2364141149332255,0.6480247622572632,0.957544927841944,NA,Restaurant,LQ5EH4BKGV61T,0.8441291527398194,1.0900579246611115,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/LQ5EH4BKGV61T.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8441291527398194,1.0900579246611115
meat,Exposure: Vegetarian,Form: Proportion,1.0079378348786243,0.905702212606278,1.1221074848093437,1.0822746243464696,1.0079378348786243,NA,Restaurant,S8MT0YGD2KTN9,0.9592091463885754,1.0649367116980697,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/S8MT0YGD2KTN9.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9592091463885754,1.0649367116980697
meat,Exposure: Vegetarian,Form: Proportion,0.9026288990873745,0.6761816283745604,1.1765821436735981,0.35899825723652523,0.9026288990873745,NA,Restaurant,SAFK7ND1HR6XS,0.7861084586752243,1.0308482410060262,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/SAFK7ND1HR6XS.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7861084586752243,1.0308482410060262
meat,Exposure: Vegetarian,Form: Proportion,0.9675986828517824,0.9185626478796035,1.0204099378918294,0.7193706006799485,0.9675986828517824,NA,Restaurant,SRQS8F7JWA9MZ,0.942584839656938,0.9940576858849388,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.942584839656938,0.9940576858849388
meat,Exposure: Vegetarian,Form: Proportion,0.764238717239815,0.6843167578388059,0.8475238112411068,0.06796578820792362,0.764238717239815,NA,Restaurant,V3Q26BHF3SE2H,0.7220272463171304,0.8062105228644334,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/V3Q26BHF3SE2H.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7220272463171304,0.8062105228644334
meat,Exposure: Vegetarian,Form: Proportion,0.6790582616659475,0.575462315807749,0.8008479700222736,0.020848286841258716,0.6790582616659475,NA,Restaurant,W8T41JZK0ZMEP,0.6261715847468956,0.7413971561918996,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegetarian_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6261715847468956,0.7413971561918996
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,1.1649647103339218,1.0562895400178234,1.2907332119433306,1.1649647103339218,1.0153862474838957,NA,Restaurant,1SQPTEGYPH0GA,1.1073673357622706,1.2262888531481781,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/mpbamod_dishes_count/plots/1SQPTEGYPH0GA.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1073673357622706,1.2262888531481781
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,1.0943591080853745,0.8815399831359354,1.3269871817062666,1.0943591080853745,1.0090576648661604,NA,Restaurant,2HRX9P6HKXA8V,0.9797746979104246,1.2029416454822937,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9797746979104246,1.2029416454822937
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,1.2118279025872927,1.0849199908404128,1.370843464276843,1.2118279025872927,1.019398745502866,NA,Restaurant,78AY09MVJVTYE,1.1419890072136474,1.2875168736275362,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/mpbamod_dishes_count/plots/78AY09MVJVTYE.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1419890072136474,1.2875168736275362
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,0.9800555977782078,0.9558132428805072,1.0105947536851594,0.9800555977782078,0.9979874302897895,NA,Restaurant,9XKJD8DQTH559,0.9662553171729181,0.9947646912878302,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/mpbamod_dishes_count/plots/9XKJD8DQTH559.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9662553171729181,0.9947646912878302
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,1.018909279166486,0.8539972391023692,1.1933537713470814,1.018909279166486,1.001875027770292,NA,Restaurant,C0BE4NDSW26QN,0.9332861507617993,1.1013352549957915,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/mpbamod_dishes_count/plots/C0BE4NDSW26QN.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9332861507617993,1.1013352549957915
